iter	Logloss
433	0.1790495117
434	0.1790383338
435	0.1790278747
436	0.1790207488
437	0.1790084881
438	0.178995072
439	0.1789826547
440	0.1789747609
441	0.1789673267
442	0.1789605573
443	0.1789575917
444	0.1789420055
445	0.1789320986
446	0.1789256151
447	0.1789096494
448	0.1788875824
449	0.1788833821
450	0.1788706097
451	0.1788636033
452	0.1788544848
453	0.1788419556
454	0.1788300418
455	0.1788233578
456	0.1788080587
457	0.1788026537
458	0.1787971425
459	0.1787844112
460	0.1787681103
461	0.1787547601
462	0.1787432674
463	0.17873783
464	0.1787257239
465	0.178716599
466	0.1787066551
467	0.178695964
468	0.1786889436
469	0.178680776
470	0.1786715176
471	0.178662166
472	0.178647657
473	0.1786423581
474	0.1786362363
475	0.178625684
476	0.1786139092
477	0.1786018636
478	0.1785897967
479	0.1785806546
480	0.1785695297
481	0.1785621305
482	0.1785563216
483	0.1785476572
484	0.1785442128
485	0.1785403946
486	0.1785321145
487	0.178526278
488	0.1785160689
489	0.1785103236
490	0.1785052341
491	0.1784970113
492	0.1784900969
493	0.1784797972
494	0.1784743555
495	0.1784649261
496	0.1784557023
497	0.1784488291
498	0.1784396299
499	0.1784373698
500	0.1784266495
501	0.178409998
502	0.1783968577
503	0.1783886799
504	0.178381957
505	0.1783712604
506	0.1783646491
507	0.1783590323
508	0.1783540203
509	0.1783434263
510	0.1783374258
511	0.1783313415
512	0.178323034
513	0.1783181972
514	0.1783127492
515	0.1783067091
516	0.1783005801
517	0.1782962578
518	0.1782857321
519	0.1782748432
520	0.1782704085
521	0.1782668692
522	0.1782619333
523	0.178251967
524	0.1782472729
525	0.1782393748
526	0.1782336596
527	0.1782282081
528	0.1782194616
529	0.1782113217
530	0.1782043435
531	0.17820192
532	0.1781928552
533	0.1781872656
534	0.1781796384
535	0.1781763169
536	0.1781683852
537	0.1781621715
538	0.1781542475
539	0.1781467055
540	0.178140052
541	0.1781306081
542	0.1781225421
543	0.1781149608
544	0.1781076306
545	0.1780974668
546	0.1780876836
547	0.1780817796
548	0.1780737619
549	0.1780617613
550	0.1780556342
551	0.1780507986
552	0.1780443658
553	0.1780398741
554	0.1780339531
555	0.1780300087
556	0.1780196949
557	0.1780033924
558	0.1779962033
559	0.1779871912
560	0.1779779032
561	0.1779720202
562	0.1779673624
563	0.1779584673
564	0.1779494116
565	0.1779449245
566	0.1779350075
567	0.1779302201
568	0.1779258139
569	0.1779188318
570	0.1779139232
571	0.177907412
572	0.177903034
573	0.1778932627
574	0.1778873736
575	0.1778640164
576	0.1778575979
577	0.1778521226
578	0.1778470074
579	0.1778424845
580	0.177833449
581	0.1778266281
582	0.1778242755
583	0.1778116075
584	0.1778063939
585	0.177799472
586	0.1777918881
587	0.1777873421
588	0.1777829295
589	0.177775825
590	0.1777664079
591	0.1777582264
592	0.1777510859
593	0.1777433599
594	0.1777345014
595	0.177730242
596	0.1777254479
597	0.1777194995
598	0.1777123339
599	0.1777059912
600	0.1776994139
601	0.1776922518
602	0.1776859979
603	0.1776789144
604	0.1776726482
605	0.177668217
606	0.1776588436
607	0.1776553209
608	0.1776473092
609	0.1776412386
610	0.1776385485
611	0.1776326343
612	0.1776240477
613	0.1776210726
614	0.1776133664
615	0.1776077561
616	0.1776040025
617	0.1775954704
618	0.1775895451
619	0.1775844757
620	0.1775801158
621	0.1775715522
622	0.1775621297
623	0.1775561741
624	0.1775534723
625	0.1775473154
626	0.1775425709
627	0.1775390095
628	0.177534057
629	0.1775271295
630	0.1775210326
631	0.1775166326
632	0.1775102738
633	0.1775045975
634	0.1774998824
635	0.1774940886
636	0.1774889674
637	0.177483706
638	0.1774789023
639	0.1774736776
640	0.1774599828
641	0.1774562314
642	0.1774519161
643	0.1774439477
644	0.1774403512
645	0.1774386814
646	0.1774299329
647	0.1774230875
648	0.1774178651
649	0.1774102108
650	0.1774052078
651	0.1773966493
652	0.1773959417
653	0.1773856307
654	0.1773837237
655	0.1773788247
656	0.1773714481
657	0.1773654602
658	0.1773586327
659	0.1773531465
660	0.1773450346
661	0.1773408752
662	0.1773373141
663	0.1773315515
664	0.1773262479
665	0.1773217234
666	0.1773197274
667	0.1773107197
668	0.1773058132
669	0.1773024191
670	0.1772972199
671	0.1772914207
672	0.177288166
673	0.1772806084
674	0.1772762195
675	0.1772697395
676	0.177260098
677	0.1772570868
678	0.177250457
679	0.1772441736
680	0.1772360389
681	0.1772304599
682	0.1772258717
683	0.1772222237
684	0.1772094004
685	0.1772050891
686	0.1771989041
687	0.1771903339
688	0.1771836265
689	0.1771793498
690	0.177173233
691	0.1771684804
692	0.1771629631
693	0.1771563471
694	0.1771510861
695	0.1771469806
696	0.1771400801
697	0.177133102
698	0.1771278388
699	0.1771245297
700	0.1771177215
701	0.1771140383
702	0.1771085748
703	0.1771072596
704	0.1771026985
705	0.1770984715
706	0.17709536
707	0.1770865362
708	0.1770803505
709	0.1770764338
710	0.1770717796
711	0.1770671201
712	0.1770623838
713	0.1770573055
714	0.1770498951
715	0.177043823
716	0.1770361063
717	0.1770298022
718	0.1770251918
719	0.1770206628
720	0.1770183004
721	0.1770125026
722	0.1770106687
723	0.1770059731
724	0.1770044442
725	0.1770001005
726	0.1769947589
727	0.1769893513
728	0.1769810484
729	0.1769762084
730	0.1769710111
731	0.1769675546
732	0.1769569984
733	0.1769496131
734	0.176947406
735	0.1769435456
736	0.1769397485
737	0.1769357402
738	0.1769332945
739	0.1769284566
740	0.1769263113
741	0.1769224658
742	0.1769186407
743	0.1769133815
744	0.1769071099
745	0.1769056434
746	0.1769000669
747	0.1768939072
748	0.1768905591
749	0.1768841611
750	0.17688059
751	0.1768749415
752	0.1768682981
753	0.1768647995
754	0.1768566093
755	0.1768537093
756	0.1768474412
757	0.1768421174
758	0.1768358458
759	0.1768318952
760	0.1768256693
761	0.1768211603
762	0.1768176169
763	0.1768109422
764	0.176807408
765	0.1768042588
766	0.1768009335
767	0.1767968636
768	0.1767910128
769	0.1767860379
770	0.1767850226
771	0.1767817664
772	0.1767764609
773	0.1767760394
774	0.1767719739
775	0.176766333
776	0.1767595872
777	0.1767569798
778	0.1767536361
779	0.1767452972
780	0.1767412674
781	0.1767390973
782	0.1767328735
783	0.1767291539
784	0.1767249237
785	0.1767224743
786	0.1767162687
787	0.1767136493
788	0.176709712
789	0.1767052249
790	0.1767032741
791	0.1766997555
792	0.1766959901
793	0.1766926683
794	0.1766898473
795	0.176685264
796	0.1766813909
797	0.1766780496
798	0.1766740418
799	0.17666925
800	0.1766635853
801	0.1766585892
802	0.1766531032
803	0.1766488383
804	0.1766441234
805	0.1766419008
806	0.176638432
807	0.176633711
808	0.1766305148
809	0.1766255639
810	0.17661867
811	0.1766136257
812	0.1766104539
813	0.1766065678
814	0.1766049497
815	0.1765998763
816	0.1765955451
817	0.1765897316
818	0.1765836031
819	0.1765802713
820	0.1765751569
821	0.176571039
822	0.1765661976
823	0.1765608923
824	0.1765572736
825	0.1765522851
826	0.1765514185
827	0.1765437141
828	0.1765400621
829	0.1765363078
830	0.176530159
831	0.1765227447
832	0.1765201001
833	0.1765150105
834	0.1765093015
835	0.1765039355
836	0.1764987405
837	0.17649641
838	0.1764920148
839	0.1764902066
840	0.1764849393
841	0.17648144
842	0.1764755791
843	0.176468321
844	0.1764676332
845	0.1764600642
846	0.1764517781
847	0.1764481137
848	0.176444868
849	0.1764430291
850	0.1764394326
851	0.1764370313
852	0.1764335347
853	0.1764284824
854	0.1764248144
855	0.1764198574
856	0.1764172107
857	0.1764129882
858	0.1764089851
859	0.1764052806
860	0.1763998477
861	0.1763983121
862	0.1763947848
863	0.1763922657
864	0.1763859113
865	0.176384596
866	0.1763786331
867	0.1763732327
868	0.176370011
869	0.1763678761
870	0.1763637778
871	0.1763587865
872	0.1763501023
873	0.1763436104
874	0.1763418847
875	0.1763383975
876	0.1763351467
877	0.1763298053
878	0.1763269775
879	0.1763219754
880	0.1763186289
881	0.1763141603
882	0.1763095462
883	0.1763051418
884	0.1763034552
885	0.1762985236
886	0.1762935096
887	0.1762887266
888	0.176284265
889	0.1762820355
890	0.1762782533
891	0.1762754259
892	0.1762719168
893	0.1762651908
894	0.1762607293
895	0.1762554398
896	0.1762535315
897	0.1762506479
898	0.1762482142
899	0.1762440832
900	0.1762425685
901	0.1762396897
902	0.1762360705
903	0.1762337787
904	0.1762279487
905	0.1762251043
906	0.1762215815
907	0.1762163102
908	0.1762126459
909	0.1762105557
910	0.1762057801
911	0.1762054937
912	0.1761999697
913	0.1761960043
914	0.1761900364
915	0.1761853819
916	0.1761826068
917	0.1761774644
918	0.1761761009
919	0.1761733056
920	0.1761679893
921	0.1761659107
922	0.1761647009
923	0.1761594923
924	0.1761560416
925	0.176151851
926	0.176147121
927	0.176144237
928	0.1761409808
929	0.1761385831
930	0.1761332944
931	0.17613045
932	0.1761283867
933	0.1761215919
934	0.176119298
935	0.1761167738
936	0.1761134961
937	0.1761095284
938	0.1761060521
939	0.1761037877
940	0.1761003053
941	0.1760965287
942	0.176090863
943	0.17608708
944	0.1760827534
945	0.1760796319
946	0.1760770549
947	0.1760747589
948	0.1760687912
949	0.1760651228
950	0.1760594857
951	0.176055488
952	0.1760520457
953	0.1760501662
954	0.1760459567
955	0.1760422833
956	0.1760402231
957	0.1760387836
958	0.1760374699
959	0.1760372706
960	0.1760344063
961	0.176031393
962	0.1760302939
963	0.1760271201
964	0.1760251652
965	0.1760198824
966	0.17601889
967	0.1760152583
968	0.176009325
969	0.1760052684
970	0.1760023866
971	0.1759972022
972	0.175992614
973	0.1759889334
974	0.1759833441
975	0.1759780811
976	0.1759735302
977	0.1759710276
978	0.1759688805
979	0.1759681598
980	0.1759633934
981	0.1759588579
982	0.1759561337
983	0.175951202
984	0.1759504137
985	0.1759472169
986	0.1759456122
987	0.1759427571
988	0.1759406446
989	0.1759412452
990	0.1759373336
991	0.1759346402
992	0.175931675
993	0.1759279047
994	0.1759226089
995	0.1759175814
996	0.1759136375
997	0.1759101165
998	0.1759063325
999	0.1759054705
