iter	Logloss
137	0.1754728112
138	0.1754166556
139	0.175366591
140	0.1752971433
141	0.1752315994
142	0.175161138
143	0.1751013593
144	0.1750947252
145	0.1750350301
146	0.1749986958
147	0.1749362776
148	0.1748861051
149	0.1748364743
150	0.174774968
151	0.1747401418
152	0.1747066401
153	0.174578493
154	0.1745074343
155	0.1744486584
156	0.1744152534
157	0.1743421528
158	0.1742865597
159	0.1742355755
160	0.1741722286
161	0.1741200521
162	0.1740652969
163	0.1740323402
164	0.1739813429
165	0.1739324944
166	0.1738652023
167	0.1738005158
168	0.1736595247
169	0.1736175695
170	0.173551101
171	0.1735075504
172	0.1734892146
173	0.1734375189
174	0.1733789007
175	0.1733416524
176	0.1733098272
177	0.1732353687
178	0.1731540549
179	0.1731099208
180	0.1731051063
181	0.1730998633
182	0.1730965429
183	0.1730929979
184	0.1730511969
185	0.1730046426
186	0.1729729668
187	0.1729455716
188	0.1729124819
189	0.1728694647
190	0.1728494015
191	0.1728159386
192	0.1728130787
193	0.1728027633
194	0.1727920816
195	0.172750799
196	0.1727178833
197	0.1726714122
198	0.1726688801
199	0.1726483677
200	0.172630215
201	0.1726267158
202	0.1726239796
203	0.1725909547
204	0.1725512614
205	0.1725234151
206	0.1724752482
207	0.1724396035
208	0.1724201591
209	0.1723857658
210	0.1723569177
211	0.1723297383
212	0.1723159333
213	0.1723003968
214	0.1722788169
215	0.1722465672
216	0.1722445163
217	0.1722349695
218	0.1722145477
219	0.1721998095
220	0.1721669476
221	0.1721629167
222	0.172001446
223	0.1719551202
224	0.1719262249
225	0.1719220822
226	0.1718707172
227	0.1718421724
228	0.1718402843
229	0.1718382013
230	0.1718318089
231	0.1717818015
232	0.1717637449
233	0.171761898
234	0.1717429147
235	0.1717207967
236	0.1717015272
237	0.1716985459
238	0.1716720711
239	0.1716518732
240	0.1716501705
241	0.1716472281
242	0.1716314796
243	0.171612945
244	0.1715879893
245	0.1715590453
246	0.1715269222
247	0.1715111268
248	0.1714871536
249	0.171467261
250	0.1714658196
251	0.1714608491
252	0.1714473662
253	0.1714109731
254	0.1713859805
255	0.1713661644
256	0.1713563313
257	0.1713509119
258	0.1713491108
259	0.171345827
260	0.171334446
261	0.1712961722
262	0.1712761661
263	0.171240878
264	0.1712161882
265	0.1711885229
266	0.1711011793
267	0.1710885982
268	0.1710867582
269	0.1710614797
270	0.1710581433
271	0.1710547775
272	0.1710523003
273	0.1710352662
274	0.1710218497
275	0.1709801642
276	0.170940777
277	0.1709392761
278	0.1709260861
279	0.1709109296
280	0.1708960185
281	0.1708931884
282	0.1708643288
283	0.1708393482
284	0.1708232101
285	0.1708065805
286	0.1708059641
287	0.170802765
288	0.1707724338
289	0.1707560805
290	0.1707341672
291	0.1707014202
292	0.1706894973
293	0.1706735567
294	0.1706722253
295	0.1706707862
296	0.1706577031
297	0.1706417083
298	0.1706388096
299	0.1706375492
300	0.1706364126
301	0.1706273755
302	0.1706239656
303	0.1705922097
304	0.1705911442
305	0.1705840647
306	0.1705588072
307	0.1705460397
308	0.1705430262
309	0.1705399142
310	0.1705387662
311	0.1705250762
312	0.1704995459
313	0.1704616525
314	0.1704604311
315	0.1704347165
316	0.1704050274
317	0.170387568
318	0.1703753715
319	0.1703630813
320	0.1703400638
321	0.170329652
322	0.1703147847
323	0.1703061371
324	0.1702928788
325	0.1702862724
326	0.1702728597
327	0.1702664318
328	0.1702636591
329	0.1702535368
330	0.1702479447
331	0.1702469112
332	0.1702366027
333	0.17022662
334	0.170215987
335	0.1701984858
336	0.1701900946
337	0.1701836022
338	0.1701754969
339	0.1701712002
340	0.1701429225
341	0.1701376565
342	0.170128774
343	0.1701223688
344	0.1700965696
345	0.1700897762
346	0.1700886053
347	0.1700866826
348	0.1700855391
349	0.170077605
350	0.1700758107
351	0.1700474855
352	0.1700031696
353	0.1699867339
354	0.1699794605
355	0.1699776639
356	0.1699720381
357	0.1699711536
358	0.1699499121
359	0.1699337825
360	0.1699280383
361	0.1699269934
362	0.169926079
363	0.1699064589
364	0.1698730787
365	0.1698545305
366	0.1698399196
367	0.1698369153
368	0.169831876
369	0.16983021
370	0.1697928697
371	0.1697802094
372	0.169766405
373	0.1697517709
374	0.1697506274
375	0.1697374659
376	0.1696579171
377	0.1696447351
378	0.169630231
379	0.1696243752
380	0.1696204835
381	0.1696145161
382	0.1696117791
383	0.1696107067
384	0.1695975153
385	0.1695601998
386	0.1695592557
387	0.1695495254
388	0.1695467503
389	0.1694985287
390	0.1694783411
391	0.1694705192
392	0.1694626079
393	0.1694458889
394	0.169429485
395	0.1694268931
396	0.1694145172
397	0.1694135273
398	0.1694116024
399	0.1694059142
400	0.1694047959
401	0.16939243
402	0.1693857287
403	0.1693802258
404	0.1693794673
405	0.1693628654
406	0.1693449065
407	0.1693287982
408	0.1693256584
409	0.1693233185
410	0.1693205317
411	0.1693180889
412	0.1693153229
413	0.1693102145
414	0.1693034632
415	0.1693014306
416	0.1692739736
417	0.1692683387
418	0.1692674038
419	0.1692658822
420	0.1692519762
421	0.1692511879
422	0.1692329059
423	0.1692320053
424	0.1692177862
425	0.1692169818
426	0.1692082898
427	0.1691876956
428	0.1691868019
429	0.1691614169
430	0.1691544285
431	0.1691399407
432	0.1691232788
433	0.1691090129
434	0.169095086
435	0.1690928541
436	0.1690909222
437	0.1690863293
438	0.1690789485
439	0.169074936
440	0.1690732104
441	0.1690653004
442	0.1690559448
443	0.1690552459
444	0.1690482602
445	0.1690385197
446	0.1690363334
447	0.1690293899
448	0.1690115963
449	0.1690100906
450	0.1690064559
451	0.1690048609
452	0.16899715
453	0.1689845074
454	0.1689807144
455	0.1689771557
456	0.1689593005
457	0.1689480169
458	0.1689438188
459	0.1689426226
460	0.1689417244
461	0.1689291134
462	0.1689206928
463	0.1689178099
464	0.1689142455
465	0.1689021289
466	0.1689013544
467	0.1688983887
468	0.1688976072
469	0.168892962
470	0.1688835749
471	0.1688823536
472	0.1688816615
473	0.1688719199
474	0.1688706664
475	0.1688323417
476	0.1688303297
477	0.1688215256
478	0.1688189887
479	0.1688156064
480	0.168805142
481	0.1687976844
482	0.1687945915
483	0.1687928729
484	0.1687921052
485	0.1687904415
486	0.168789777
487	0.1687874273
488	0.1687758812
489	0.1687621302
490	0.1687559936
491	0.168746645
492	0.1687311368
493	0.1687255123
494	0.1687247263
495	0.1687239701
496	0.1687215273
497	0.1687169134
498	0.1686458446
499	0.1686314005
500	0.1686290885
501	0.1686254493
502	0.1686016621
503	0.1685952678
504	0.1685858755
505	0.1685653457
506	0.1685532829
507	0.1685526276
508	0.1685493848
509	0.1685471135
510	0.16853305
511	0.168528384
512	0.1685203942
513	0.1685143277
514	0.1685107349
515	0.1684899892
516	0.1684494924
517	0.1684336728
518	0.1684202928
519	0.1684181132
520	0.1684165365
521	0.1684074571
522	0.1684052801
523	0.1683843382
524	0.1683795598
525	0.1683763631
526	0.1683757146
527	0.1683736404
528	0.1683701526
529	0.1683547754
530	0.1683395642
531	0.1683281722
532	0.1683269737
533	0.1683208203
534	0.1683188537
535	0.1683031617
536	0.1682997866
537	0.1682908654
538	0.1682772064
539	0.1682604587
540	0.1682588589
541	0.1682393876
542	0.1682277138
543	0.1682265545
544	0.1682138723
545	0.1682059621
546	0.1681897845
547	0.1681875709
548	0.1681805669
549	0.168161844
550	0.1681612803
551	0.1681531238
552	0.1681435991
553	0.168134016
554	0.1681323752
555	0.1681193079
556	0.1681198946
557	0.1681186136
558	0.1681169179
559	0.1681021668
560	0.1681006349
561	0.1680907239
562	0.1680815176
563	0.1680808187
564	0.1680784882
565	0.1680717674
566	0.168063226
567	0.1680546725
568	0.1680530226
569	0.1680453176
570	0.1680373459
571	0.1680366584
572	0.1680354599
573	0.1680348848
574	0.1680328498
575	0.1680315092
576	0.1680164252
577	0.1680015986
578	0.167998356
579	0.1679915875
580	0.1679782571
581	0.167977698
582	0.1679390697
583	0.1679383205
584	0.1679288081
585	0.1679238805
586	0.1679215684
587	0.167916921
588	0.1679109637
589	0.1679094903
590	0.1678962282
591	0.1678934691
592	0.1678931506
593	0.1678865471
594	0.1678860728
595	0.1678831901
596	0.1678794155
597	0.1678749399
598	0.1678654104
599	0.1678608548
600	0.1678579956
601	0.1678451588
602	0.1678287134
603	0.1678247371
604	0.1678074169
605	0.1678059273
606	0.1678049488
607	0.167803221
608	0.1678004139
609	0.1677984959
610	0.1677938717
611	0.1677925748
612	0.1677854387
613	0.1677768063
614	0.1677754797
615	0.1677716849
616	0.1677653485
617	0.1677536602
618	0.1677519025
619	0.1677502847
620	0.1677445651
621	0.1677332778
622	0.1677238017
623	0.1677142642
624	0.16770509
625	0.1676989329
626	0.1676978329
627	0.167689854
628	0.1676821511
629	0.1676807509
630	0.1676748769
631	0.1676733645
632	0.1676717764
633	0.1676693497
634	0.1676661786
635	0.1676610581
636	0.1676499772
637	0.1676289227
638	0.1676276578
639	0.1676110924
640	0.167596599
641	0.1675884771
642	0.1675834798
643	0.167581823
644	0.1675804504
645	0.1675792542
646	0.1675715446
647	0.1675614581
648	0.1675465991
649	0.1675455038
650	0.1675336693
651	0.1675268655
652	0.1675265768
653	0.1675246198
654	0.1675174108
655	0.1675074598
656	0.1675049116
657	0.1675042241
658	0.1675000501
659	0.1674981183
660	0.1674976211
661	0.1674974721
662	0.1674951741
663	0.1674876649
664	0.1674801053
665	0.1674742993
666	0.1674715771
667	0.1674655968
668	0.1674651202
669	0.1674597895
670	0.1674496327
671	0.1674353958
672	0.167433918
673	0.1674246719
674	0.167419424
675	0.1674064351
676	0.1674031848
677	0.1674019724
678	0.1673973876
679	0.1673921603
680	0.167387102
681	0.1673866414
682	0.1673728269
683	0.167371468
684	0.1673714107
685	0.1673697586
686	0.1673605842
687	0.167360449
688	0.1673599952
689	0.1673511194
690	0.1673110686
691	0.1673113254
692	0.1673061451
693	0.1673029323
694	0.1672779145
695	0.167270748
696	0.167269027
697	0.1672605084
698	0.1672516879
699	0.1672506613
700	0.1672498546
701	0.1672417012
702	0.1672376844
703	0.1672349505
704	0.1672306653
705	0.1672290795
706	0.1672198071
707	0.167219688
708	0.1672192572
709	0.1672071226
710	0.1672006411
711	0.1672004486
712	0.167199085
713	0.1671973273
714	0.1671911378
715	0.1671814241
716	0.1671784408
717	0.16717768
718	0.1671772125
719	0.167174206
720	0.1671718847
721	0.1671581159
722	0.1671540913
723	0.167131081
724	0.1671217238
725	0.1671161868
726	0.1671148715
727	0.1671106108
728	0.1671104092
729	0.1671015291
730	0.1670963495
731	0.1670914479
732	0.1670868831
733	0.1670831363
734	0.1670705934
735	0.1670370006
736	0.1670351857
737	0.1670221582
738	0.167020341
739	0.1670194267
740	0.1670098102
741	0.1669998279
742	0.1669919879
743	0.1669908948
744	0.166984762
745	0.1669802823
746	0.1669786188
747	0.1669758824
748	0.1669686488
749	0.1669617603
750	0.1669381799
751	0.166927108
752	0.1669231715
753	0.1669219708
754	0.1669080396
755	0.1669001731
756	0.1668957798
757	0.1668928098
758	0.1668892499
759	0.166888826
760	0.1668859937
761	0.1668805668
762	0.1668769092
763	0.1668744288
764	0.1668733657
765	0.1668677347
766	0.166866912
767	0.1668652712
768	0.1668647579
769	0.1668597158
770	0.1668593056
771	0.1668575686
772	0.166854814
773	0.1668534276
774	0.1668514431
775	0.166851081
776	0.166850444
777	0.1668440364
778	0.1668338138
779	0.166828332
780	0.166827303
781	0.1668207371
782	0.1668176623
783	0.1668168992
784	0.1668168511
785	0.1668057273
786	0.166805693
787	0.1668017563
788	0.1667923912
789	0.1667792301
790	0.1667651604
791	0.1667639803
792	0.1667621095
793	0.1667620706
794	0.1667620087
795	0.1667617769
796	0.1667461963
797	0.1667356396
798	0.1667335795
799	0.166721366
800	0.1667190887
801	0.1667170446
802	0.1667153053
803	0.166714336
804	0.1667125169
805	0.1667109266
806	0.1667094806
807	0.1667078869
808	0.1667020728
809	0.1667001018
810	0.1666996893
811	0.1666995862
812	0.1666944547
813	0.1666940674
814	0.1666926209
815	0.1666866737
816	0.1666847304
817	0.1666828857
818	0.1666733154
819	0.1666711448
820	0.1666698799
821	0.1666692082
822	0.1666530926
823	0.1666485252
824	0.1666473358
825	0.1666351536
826	0.166631984
827	0.1666263708
828	0.166615773
829	0.1666057474
830	0.1666002012
831	0.1666001508
832	0.1665992364
833	0.1665916846
834	0.1665876425
835	0.1665874408
836	0.1665847459
837	0.1665813815
838	0.1665781457
839	0.1665733657
840	0.1665654595
841	0.1665606156
842	0.1665553918
843	0.1665417511
844	0.1665402387
845	0.1665392693
846	0.1665377704
847	0.166536384
848	0.1665356988
849	0.1665352222
850	0.1665327599
851	0.1665293441
852	0.166523679
853	0.1665185912
854	0.1665080702
855	0.1665012502
856	0.1664960803
857	0.1664932841
858	0.1664888135
859	0.1664852761
860	0.1664782534
861	0.1664725297
862	0.1664698202
863	0.1664681289
864	0.1664677302
865	0.1664673452
866	0.1664607945
867	0.1664599581
868	0.1664588055
869	0.1664584847
870	0.1664491875
871	0.1664428875
872	0.166438395
873	0.1664342549
874	0.166425515
875	0.1664246556
876	0.1664157815
877	0.1664102725
878	0.1664065231
879	0.1663762238
880	0.1663737925
881	0.1663732403
882	0.166367081
883	0.1663667327
884	0.1663473475
885	0.1663357002
886	0.1663301663
887	0.1663224345
888	0.1663223383
889	0.1663191439
890	0.1663191874
891	0.166318005
892	0.1663098997
893	0.1663083782
894	0.1663060637
895	0.1663056787
896	0.1663050761
897	0.1663011887
898	0.1662979039
899	0.166297535
900	0.1662968177
901	0.166295649
902	0.1662917328
903	0.1662869026
904	0.1662850719
905	0.1662834518
906	0.1662823771
907	0.166280537
908	0.1662744099
909	0.1662730143
910	0.1662667903
911	0.1662628261
912	0.1662570824
913	0.1662556753
914	0.1662537393
915	0.1662493251
916	0.1662489768
917	0.1662393445
918	0.166235634
919	0.166235414
920	0.1662176994
921	0.1662107817
922	0.1662048664
923	0.1662028425
924	0.1661952963
925	0.1661937219
926	0.1661928489
927	0.166190594
928	0.1661883174
929	0.1661844852
930	0.1661794586
931	0.1661767797
932	0.1661761971
933	0.1661709532
934	0.166169899
935	0.1661687716
936	0.1661626167
937	0.1661613884
938	0.1661601995
939	0.1661581464
940	0.1661554124
941	0.1661505871
942	0.1661492189
943	0.1661463868
944	0.1661407607
945	0.1661398876
946	0.1661391085
947	0.1661384072
948	0.1661257198
949	0.1661156427
950	0.1661053644
951	0.1661053667
952	0.1661052246
953	0.1661018374
954	0.166101127
955	0.1660931197
956	0.1660920128
957	0.1660919257
958	0.1660872319
959	0.1660863909
960	0.1660852451
961	0.1660817182
962	0.1660804578
963	0.1660743626
964	0.1660740074
965	0.1660599576
966	0.166058954
967	0.1660580397
968	0.1660541617
969	0.1660512772
970	0.1660492147
971	0.1660409926
972	0.1660382215
973	0.1660372819
974	0.1660355219
975	0.1660341469
976	0.1660326116
977	0.1660313832
978	0.1660171589
979	0.1660150176
980	0.1660143874
981	0.1660126137
982	0.1660051572
983	0.1659950696
984	0.165989091
985	0.1659885617
986	0.1659839856
987	0.1659789647
988	0.1659716745
989	0.1659713537
990	0.1659690874
991	0.1659667661
992	0.1659626994
993	0.1659612374
994	0.165960362
995	0.1659586342
996	0.1659529858
997	0.1659463918
998	0.1659459244
999	0.1659274542
